Original Token,Shuffled TOken,Original Text,Shuffled Text,Probing Position,Probing_tokens
Ġsimply,Ġcrime,"Input:created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history 
Output:positive
Input:in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent 
Output:positive
Input:to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product 
Output:negative
Input:the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone . 
Output:negative
Input:much of jonah simply , and gratefully 
Output:positive
Input:can honestly describe as looking , sounding and simply feeling like no other film in recent history 
Output:positive
Input:one suspects that craven endorses they simply because this movie makes his own look much better by comparison . 
Output:negative
Input:is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well . 
Output:negative
Input:but they 're simply not funny performers 
Output:negative
Input:the kind of movie that 's critic-proof , simply because it aims so low 
Output:negative
Input:enjoy much of jonah simply , and gratefully , 
Output:positive
Input:the plot has a number of holes , and at times it 's simply baffling 
Output:negative
Input:is simply not enough of interest onscreen to sustain its seventy-minute running time . 
Output:negative
Input:what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film . 
Output:negative
Input:young everlyn sampi , as the courageous molly craig , simply radiates star-power potential in this remarkable and memorable film . 
Output:positive
","<|begin_of_text|>Input:created a film that one can honestly describe as looking, sounding and same feeling like no other film in recent history 
Output:positive
Input:in a wind-tunnel and a sometimes astounding cor-blimey-luv-a-duck cockney accent 
Output:positive
Input:to it -- as if the director is trying to dupe the viewer into taking it all as very important sm because the movie is ugly to look at and not a hollywood product 
Output:negative
Input:the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is bit too overdone. 
Output:negative
Input:much of jonah actors, and gratefully 
Output:positive
Input:can honestly describe as looking, sounding and compelling feeling like no other film in recent history 
Output:positive
Input:one suspects that craven endorses they big because this movie makes his own look much better by comparison. 
Output:negative
Input:is matter a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well. 
Output:negative
Input:but they're face not funny performers 
Output:negative
Input:the kind of movie that's critic-proof, fl because it aims so low 
Output:negative
Input:enjoy much of jonah solid, and gratefully, 
Output:positive
Input:the plot has a number of holes, and at times it's bro baffling 
Output:negative
Input:is humor not enough of interest onscreen to sustain its seventy-minute running time. 
Output:negative
Input:what starts off as a potentially incredibly twisting mystery becomes w a monster chase film. 
Output:negative
Input:young everlyn sampi, as the courageous molly craig, so radiates star-power potential in this remarkable and memorable film. 
Output:positive
","[15, 38, 80, 124, 140, 160, 184, 205, 239, 260, 279, 306, 317, 349, 376]","['Ġand', 'Ġa', 'Ġimportant', 'Ġis', 'ah', 'Ġand', 'Ġthey', 'is', 're', 'Ġ,', 'ah', 's', 'is', 'Ġbecomes', 'Ġ,']"
Ġtogether,Ġotherwise,"Input:involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . 
Output:positive
Input:and there 's the inimitable diaz , holding it all together . 
Output:positive
Input:draw people together 
Output:positive
Input:try as you might to scrutinize the ethics of kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment . 
Output:positive
Input:who holds the film together with a supremely kittenish performance that gradually accumulates more layers 
Output:positive
Input:the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome 
Output:positive
Input:affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . 
Output:positive
Input:slopped ` em together 
Output:negative
Input:'s kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers . 
Output:positive
Input:as you might to scrutinize the ethics of kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment 
Output:positive
Input:mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another 
Output:negative
Input:- spy action flick with antonio banderas and lucy liu never comes together . 
Output:negative
Input:we never truly come to care about the main characters and whether or not they 'll wind up together , and michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest . 
Output:negative
Input:somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment 
Output:positive
Input:a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life . 
Output:negative
","<|begin_of_text|>Input:involved, starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings delightful. 
Output:positive
Input:and there's the inimitable diaz, holding it all intelligent. 
Output:positive
Input:draw people children 
Output:positive
Input:try as you might to scrutinize the ethics of kaufman's approach, somehow it all comes more to create a very compelling, sensitive, intelligent and almost cohesive piece of film entertainment. 
Output:positive
Input:who holds the film pret with a supremely kittenish performance that gradually accumulates more layers 
Output:positive
Input:the storylines are woven every skilfully, the magnificent swooping aerial shots are breathtaking, and the overall experience is awesome 
Output:positive
Input:affirms the gifts of all involved, starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings feature. 
Output:positive
Input:slopped ` em perfect 
Output:negative
Input:'s kidman who holds the film long with a supremely kittenish performance that gradually accumulates more layers. 
Output:positive
Input:as you might to scrutinize the ethics of kaufman's approach, somehow it all comes take to create a very compelling, sensitive, intelligent and almost cohesive piece of film entertainment 
Output:positive
Input:mixed up cinematic like a term paper from a kid who can't quite distinguish one sci-fi work from another 
Output:negative
Input:- spy action flick with antonio banderas and lucy liu never comes obvious. 
Output:negative
Input:we never truly come to care about the main characters and whether or not they 'll wind up works, and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest. 
Output:negative
Input:somehow it all comes other to create a very compelling, sensitive, intelligent and almost cohesive piece of film entertainment 
Output:positive
Input:a cheap scam put better by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life. 
Output:negative
","[27, 50, 61, 90, 119, 145, 202, 215, 230, 272, 298, 340, 368, 400, 427]","['Ġbrings', 'Ġall', 'Ġpeople', 'Ġcomes', 'Ġfilm', 'Ġwoven', 'Ġbrings', 'Ġem', 'Ġfilm', 'Ġcomes', 'Ġup', 'Ġcomes', 'Ġup', 'Ġcomes', 'Ġput']"
Ġaway,Ġwhose,"Input:yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling 
Output:negative
Input:as earnest as a community-college advertisement , american chai is enough to make you put away the guitar , sell the amp , and apply to medical school . 
Output:negative
Input:a sleep-inducing thriller with a single twist that everyone except the characters in it can see coming a mile away . 
Output:negative
Input:walked away not really know who `` they '' were , what `` they '' looked like 
Output:negative
Input:you come away thinking not only that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another . 
Output:negative
Input:washed away 
Output:negative
Input:ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . 
Output:positive
Input:stay away . 
Output:negative
Input:'s hard not to be carried away 
Output:positive
Input:, stay away . 
Output:negative
Input:in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second . 
Output:positive
Input:the only possible complaint you could have about spirited away is that there is no rest period , no timeout 
Output:positive
Input:toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away . 
Output:positive
Input:, it 's almost impossible not to be swept away by the sheer beauty of his images . 
Output:positive
Input:should scare any sane person away . 
Output:negative
","<|begin_of_text|>Input:yes, spirited after is a triumph of imagination, but it's also a failure of storytelling 
Output:negative
Input:as earnest as a community-college advertisement, american chai is enough to make you put life the guitar, sell the amp, and apply to medical school. 
Output:negative
Input:a sleep-inducing thriller with a single twist that everyone except the characters in it can see coming a mile slow. 
Output:negative
Input:walked did not really know who `` they '' were, what `` they '' looked like 
Output:negative
Input:you come imagination thinking not only that kate isn't very bright, but that she hasn't been worth caring about and that maybe she, janine and molly -- an all-woman dysfunctional family -- deserve one another. 
Output:negative
Input:washed horror 
Output:negative
Input:ride for the kiddies, with enough eye candy and cheeky wit to keep parents want from the concession stand. 
Output:positive
Input:stay interesting. 
Output:negative
Input:'s hard not to be carried sort 
Output:positive
Input:, stay running. 
Output:negative
Input:in its own aloof, unreachable way it's so fascinating you won't be able to look instead for a second. 
Output:positive
Input:the only possible complaint you could have about spirited gives is that there is no rest period, no timeout 
Output:positive
Input:toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it's hard not to be carried more. 
Output:positive
Input:, it's almost impossible not to be swept bit by the sheer beauty of his images. 
Output:positive
Input:should scare any sane person about. 
Output:negative
","[5, 45, 86, 97, 122, 175, 200, 214, 229, 238, 268, 289, 335, 353, 374]","['Ġspirited', 'Ġput', 'Ġmile', 'ed', 'Ġcome', 'ashed', 'Ġparents', 'stay', 'Ġcarried', 'Ġstay', 'Ġlook', 'Ġspirited', 'Ġcarried', 'Ġswept', 'Ġperson']"
Ġsatisfying,Ġyears,"Input:add up to a satisfying crime drama . 
Output:positive
Input:provides more than enough sentimental catharsis for a satisfying evening at the multiplex 
Output:positive
Input:a satisfying kids flck 
Output:positive
Input:emotionally satisfying exploration 
Output:positive
Input:starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points 
Output:negative
Input:stylish but steady , and ultimately very satisfying , piece 
Output:positive
Input:all add up to a satisfying crime drama . 
Output:positive
Input:provides a satisfyingly unsettling ride into the dark places of our national psyche . 
Output:positive
Input:feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment 
Output:negative
Input:'s a satisfying summer blockbuster and worth a look . 
Output:positive
Input:emotionally satisfying 
Output:positive
Input:the most purely enjoyable and satisfying evenings at the movies i 've had in a while 
Output:positive
Input:provides a satisfyingly unsettling ride into the dark places of our national psyche 
Output:positive
Input:a well paced and satisfying little drama that deserved better than a ` direct-to-video ' release 
Output:positive
Input:well-made and satisfying thriller 
Output:positive
","<|begin_of_text|>Input:add up to a so crime drama. 
Output:positive
Input:provides more than enough sentimental catharsis for a work evening at the multiplex 
Output:positive
Input:a past kids flck 
Output:positive
Input:emotionally cool exploration 
Output:positive
Input:starts off as a itself kids flck becomes increasingly implausible as it races through contrived plot points 
Output:negative
Input:stylish but steady, and ultimately very adults, piece 
Output:positive
Input:all add up to a are crime drama. 
Output:positive
Input:provides a predictablely unsettling ride into the dark places of our national psyche. 
Output:positive
Input:feel more like a non-stop cry for attention, than an attempt at any kind of welcome entertainment 
Output:negative
Input:'s a me summer blockbuster and worth a look. 
Output:positive
Input:emotionally mood 
Output:positive
Input:the most purely enjoyable and next evenings at the movies i've had in a while 
Output:positive
Input:provides a genrely unsettling ride into the dark places of our national psyche 
Output:positive
Input:a well paced and young little drama that deserved better than a ` direct-to-video'release 
Output:positive
Input:well-made and k thriller 
Output:positive
","[5, 27, 40, 53, 66, 97, 112, 126, 163, 174, 191, 204, 226, 248, 272]","['Ġa', 'Ġa', ':a', 'ally', 'Ġa', 'Ġvery', 'Ġa', 'Ġa', 'Ġof', 'Ġa', 'ally', 'Ġand', 'Ġa', 'Ġand', 'Ġand']"
Ġartist,Ġattention,"Input:an artist who has been awarded mythic status in contemporary culture 
Output:positive
Input:were hailed as the works of an artist . 
Output:positive
Input:whiny , pathetic , starving and untalented artistes 
Output:negative
Input:does n't tell you anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes 
Output:negative
Input:as an introduction to the man 's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable . 
Output:positive
Input:the works of an artist 
Output:positive
Input:assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him . 
Output:positive
Input:'s ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles 
Output:positive
Input:assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic 
Output:positive
Input:... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film . 
Output:positive
Input:is the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness . 
Output:positive
Input:an artist who is simply tired 
Output:negative
Input:an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form 
Output:negative
Input:is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous . 
Output:negative
Input:the artist 's work may take on a striking new significance for anyone who sees the film 
Output:positive
","<|begin_of_text|>Input:an sub who has been awarded mythic status in contemporary culture 
Output:positive
Input:were hailed as the works of an her. 
Output:positive
Input:whiny, pathetic, starving and untalented anythinges 
Output:negative
Input:doesn't tell you anything except that the chelsea hotel today is populated by whiny, pathetic, starving and untalented kes 
Output:negative
Input:as an introduction to the man's theories and influence, derrida is all but useless ; as a portrait of the psychological as an endlessly inquisitive old man, however, it's invaluable. 
Output:positive
Input:the works of an h 
Output:positive
Input:assembles a fascinating profile of a deeply humanistic s who, in spite of all that he's witnessed, remains surprisingly idealistic, and retains an extraordinary faith in the ability of images to communicate the truth of the world around him. 
Output:positive
Input:'s... worth the extra effort to see an lack, still committed to growth in his ninth decade, change while remaining true to his principles 
Output:positive
Input:assembles a fascinating profile of a deeply humanistic nor who, in spite of all that he's witnessed, remains surprisingly idealistic 
Output:positive
Input:... fuses the events of her life with the imagery in her paintings so vividly that the serious's work may take on a striking new significance for anyone who sees the film. 
Output:positive
Input:is the rare common-man am who's wise enough to recognize that there are few things in this world more complex -- and, as it turns out, more fragile -- than happiness. 
Output:positive
Input:an premise who is simply tired 
Output:negative
Input:an ev who is simply tired -- of fighting the same fights, of putting the weight of the world on his shoulders, of playing with narrative form 
Output:negative
Input:is without doubt an my of uncompromising vision, but that vision is beginning to feel, if not morally bankrupt, at least terribly monotonous. 
Output:negative
Input:the terrific's work may take on a striking new significance for anyone who sees the film 
Output:positive
","[3, 28, 47, 82, 116, 144, 162, 216, 251, 294, 324, 364, 377, 416, 451]","['an', 'Ġan', 'ented', 'ented', 'Ġthe', 'Ġan', 'istic', 'Ġan', 'istic', 'Ġthe', '-man', 'an', 'an', 'Ġan', 'the']"
Ġdebut,Ġold,"Input:by kevin bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut 
Output:negative
Input:promising debut 
Output:positive
Input:is without a doubt a memorable directorial debut from king hunk . 
Output:positive
Input:director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime 's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks . 
Output:positive
Input:kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business . 
Output:negative
Input:, moving , and adventurous directorial debut 
Output:positive
Input:made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort 
Output:positive
Input:is funny , charming and quirky in her feature film acting debut as amy . 
Output:positive
Input:steers , in his feature film debut , has created a brilliant motion picture . 
Output:positive
Input:makes an unusual but pleasantly haunting debut behind the camera 
Output:positive
Input:when one hears harry shearer is going to make his debut as a film director , one would hope for the best 
Output:positive
Input:a feature debut 
Output:positive
Input:as is often the case with ambitious , eager first-time filmmakers , mr. murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold . 
Output:negative
Input:an auspicious feature debut for chaiken 
Output:positive
Input:extraordinary debut from josh koury 
Output:positive
","<|begin_of_text|>Input:by kevin bray, whose crisp framing, edgy camera work, and wholesale ineptitude with acting, tone and pace very obviously mark him as a video helmer making his feature done 
Output:negative
Input:promising enjoy 
Output:positive
Input:is without a doubt a memorable directorial ev from king hunk. 
Output:positive
Input:director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 years shanghai noon, but showtime's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks. 
Output:positive
Input:kurys seems intimidated by both her subject matter and the period trappings of this back venture into the heritage business. 
Output:negative
Input:, moving, and adventurous directorial not 
Output:positive
Input:made fresh by an intelligent screenplay and gripping performances in this low-budget, video-shot, black indie effort 
Output:positive
Input:is funny, charming and quirky in her feature film acting experience as amy. 
Output:positive
Input:steers, in his feature film french, has created a brilliant motion picture. 
Output:positive
Input:makes an unusual but pleasantly haunting images behind the camera 
Output:positive
Input:when one hears harry shearer is going to make his shame as a film director, one would hope for the best 
Output:positive
Input:a feature your 
Output:positive
Input:as is often the case with ambitious, eager first-time filmmakers, mr. murray, a prolific director of music videos, stuffs his absurd with more plot than it can comfortably hold. 
Output:negative
Input:an auspicious feature never for chaiken 
Output:positive
Input:extraordinary rock from josh koury 
Output:positive
","[40, 50, 66, 102, 151, 171, 196, 217, 235, 257, 280, 300, 336, 357, 370]","['Ġfeature', 'ising', 'ial', '0', 'Ġthis', 'ial', 'Ġ,', 'Ġacting', 'Ġfilm', 'Ġhaunting', 'Ġhis', 'Ġfeature', 'Ġhis', 'Ġfeature', 'ordinary']"
Ġdumb,Ġaround,"Input:a cheap thriller , a dumb comedy or 
Output:negative
Input:stress ` dumb . 
Output:negative
Input:includes a fair share of dumb drug jokes and predictable slapstick 
Output:negative
Input:stress ` dumb . ' 
Output:negative
Input:enjoyably dumb , sweet , and intermittently hilarious 
Output:positive
Input:it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches 
Output:positive
Input:'s kinda dumb 
Output:negative
Input:represents adam sandler 's latest attempt to dumb down the universe . 
Output:negative
Input:just plain dumb 
Output:negative
Input:truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy 
Output:positive
Input:leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama 
Output:positive
Input:seriously dumb characters , which somewhat dilutes the pleasure of watching them 
Output:negative
Input:avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates 
Output:negative
Input:, dumb 
Output:negative
Input:the sheer dumbness of the plot ( other than its one good idea ) and the movie 's inescapable air of sleaziness 
Output:negative
","<|begin_of_text|>Input:a cheap thriller, a se comedy or 
Output:negative
Input:stress ` did. 
Output:negative
Input:includes a fair share of simple drug jokes and predictable slapstick 
Output:negative
Input:stress ` hack.'
Output:negative
Input:enjoyably whole, sweet, and intermittently hilarious 
Output:positive
Input:it is different from others in its genre in that it is does not rely on period gags, anatomical humor, or character cliches 
Output:positive
Input:'s kinda audience 
Output:negative
Input:represents adam sandler's latest attempt to quality down the universe. 
Output:negative
Input:just plain say 
Output:negative
Input:truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller, a at comedy or a sappy 
Output:positive
Input:leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller, a lot comedy or a sappy melodrama 
Output:positive
Input:seriously writer characters, which somewhat dilutes the pleasure of watching them 
Output:negative
Input:avoids all the comic possibilities of its situation, and becomes one more those high school comedy about sex gags and prom dates 
Output:negative
Input:, already 
Output:negative
Input:the sheer pastness of the plot ( other than its one good idea ) and the movie's inescapable air of sleaziness 
Output:negative
","[6, 18, 32, 48, 61, 92, 113, 131, 145, 174, 213, 230, 263, 281, 291]","['Ġa', 'Ġ`', 'Ġof', 'Ġ`', 'ably', 'Ġon', 'Ġkinda', 'Ġto', 'Ġplain', 'Ġa', 'Ġa', 'iously', 'Ġmore', ':,', 'Ġsheer']"
Ġfeeling,Ġfans,"Input:'s a choppy , surface-effect feeling to the whole enterprise 
Output:negative
Input:looking , sounding and simply feeling like no other film in recent history 
Output:positive
Input:, a warm , fuzzy feeling prevails 
Output:positive
Input:hard to shake the feeling that it was intended to be a different kind of film 
Output:negative
Input:'ll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy . 
Output:negative
Input:it 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied . 
Output:negative
Input:that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated 
Output:negative
Input:the movie winds up feeling like a great missed opportunity . 
Output:negative
Input:want you to enjoy yourselves without feeling conned 
Output:positive
Input:hate the feeling of having been slimed in the name of high art 
Output:negative
Input:the three leads produce adequate performances , but what 's missing from this material is any depth of feeling 
Output:negative
Input:me feeling refreshed and hopeful 
Output:positive
Input:reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness 
Output:positive
Input:the auditorium feeling dizzy , confused , and totally disorientated 
Output:negative
Input:the feeling of having been slimed in the name of high art 
Output:negative
","<|begin_of_text|>Input:'s a choppy, surface-effect sub to the whole enterprise 
Output:negative
Input:looking, sounding and simply recent like no other film in recent history 
Output:positive
Input:, a warm, fuzzy again prevails 
Output:positive
Input:hard to shake the wrong that it was intended to be a different kind of film 
Output:negative
Input:'ll trudge out of the theater anything as though you rode the zipper after eating a corn dog and an extra-large cotton candy. 
Output:negative
Input:it's sweet and fluffy at the time, but it may leave you f a little sticky and unsatisfied. 
Output:negative
Input:that even the most jaded cinema audiences will leave the auditorium fact dizzy, confused, and totally disorientated 
Output:negative
Input:the movie winds up strong like a great missed opportunity. 
Output:negative
Input:want you to enjoy yourselves without compelling conned 
Output:positive
Input:hate the beyond of having been slimed in the name of high art 
Output:negative
Input:the three leads produce adequate performances, but what's missing from this material is any depth of co 
Output:negative
Input:me either refreshed and hopeful 
Output:positive
Input:reacting to it - off a part of its grand locations, thinking urgently as the protagonists struggled, those at the mercy of its inventiveness 
Output:positive
Input:the auditorium lives dizzy, confused, and totally disorientated 
Output:negative
Input:the feeling of having been slimed in the name of high art 
Output:negative
","[9, 26, 45, 59, 85, 126, 154, 175, 195, 207, 245, 254, 270, 285, 303]","['-effect', 'Ġsimply', 'Ġfuzzy', 'Ġthe', 'Ġtheater', 'Ġyou', 'ium', 'Ġup', 'Ġwithout', 'Ġthe', 'Ġof', 'me', 'Ġ-', 'Ġ,', 'ium']"
Ġtakes,Ġtake,"Input:it takes a really long , slow and dreary time to dope out what tuck everlasting is about . 
Output:negative
Input:sci-fi drama that takes itself all too seriously 
Output:negative
Input:what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point . 
Output:negative
Input:lil bow wow takes the cake 
Output:positive
Input:is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals . 
Output:positive
Input:an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals 
Output:positive
Input:spirit is a visual treat , and it takes chances that are bold by studio standards 
Output:positive
Input:that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints 
Output:positive
Input:that takes a stand in favor of tradition and warmth 
Output:positive
Input:cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you 
Output:positive
Input:embraces it , energizes it and takes big bloody chomps out of it 
Output:positive
Input:is a film that takes a stand in favor of tradition and warmth . 
Output:positive
Input:is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up . 
Output:positive
Input:'s rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' . 
Output:negative
Input:fincher takes no apparent joy in making movies , and he gives none to the audience . 
Output:negative
","<|begin_of_text|>Input:it have a really long, slow and dreary time to dope out what tuck everlasting is about. 
Output:negative
Input:sci-fi drama that ro itself all too seriously 
Output:negative
Input:what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention un a surprising, subtle turn at the midway point. 
Output:negative
Input:lil bow wow men the cake 
Output:positive
Input:is an honestly nice little film that real us on an examination of young adult life in urban south korea through the hearts and minds of the five principals. 
Output:positive
Input:an honestly nice little film that clever us on an examination of young adult life in urban south korea through the hearts and minds of the five principals 
Output:positive
Input:spirit is a visual treat, and it something chances that are bold by studio standards 
Output:positive
Input:that entertaining full, chilling advantage of its rough-around-the-edges, low-budget constraints 
Output:positive
Input:that opera a stand in favor of tradition and warmth 
Output:positive
Input:cuts to the core of what it actually means to face your fears, to be a girl in a world of boys, to be a boy truly in love with a girl, and to ride the big metaphorical wave that is life -- wherever it small you 
Output:positive
Input:embraces it, energizes it and each big bloody chomps out of it 
Output:positive
Input:is a film that able a stand in favor of tradition and warmth. 
Output:positive
Input:is a small but rewarding comedy that boring aim at contemporary southern adolescence and never lets up. 
Output:positive
Input:'s rare to see a movie that talent such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid ''. 
Output:negative
Input:fincher decent no apparent joy in making movies, and he gives none to the audience. 
Output:negative
","[3, 34, 68, 89, 106, 143, 181, 197, 221, 286, 303, 323, 347, 372, 408]","['it', 'Ġthat', 'Ġconvention', 'Ġwow', 'Ġthat', 'Ġthat', 'Ġit', 'that', 'that', 'Ġit', 'Ġand', 'Ġthat', 'Ġthat', 'Ġthat', 'cher']"
Ġbecause,Ġre,"Input:we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity 
Output:negative
Input:makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters ' suffering . 
Output:positive
Input:expects us to laugh because he acts so goofy all the time 
Output:negative
Input:that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks . 
Output:negative
Input:i 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' 
Output:negative
Input:skip this turd and pick your nose instead because you 're sure to get more out of the latter experience 
Output:negative
Input:is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product 
Output:negative
Input:'s because relatively nothing happens . 
Output:negative
Input:'s because there 's no discernible feeling beneath the chest hair 
Output:negative
Input:'s not quite the genre-busting film it 's been hyped to be because it plays everything too safe . 
Output:negative
Input:the kind of movie that 's critic-proof , simply because it aims so low 
Output:negative
Input:check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on . 
Output:negative
Input:the christ allegory does n't work because there is no foundation for it 
Output:negative
Input:like shrek , spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world . 
Output:positive
Input:fixating on a far corner of the screen at times because your nerves just ca n't take it any more 
Output:negative
","<|begin_of_text|>Input:we're left thinking the only reason to make the movie is j present standards allow for plenty of nudity 
Output:negative
Input:makes for a touching love story, mainly she blanchett and ribisi compellingly tap into a spiritual aspect of their characters'suffering. 
Output:positive
Input:expects us to laugh action he acts so goofy all the time 
Output:negative
Input:that neither protagonist has a distinguishable condition hardly matters hack both are just actory concoctions, defined by childlike dimness and a handful of quirks. 
Output:negative
Input:i'm not a fan of the phrase ` life affirming'moving it usually means ` schmaltzy,'
Output:negative
Input:skip this turd and pick your nose instead complex you're sure to get more out of the latter experience 
Output:negative
Input:is trying to dupe the viewer into taking it all as very important simply own the movie is ugly to look at and not a hollywood product 
Output:negative
Input:'s study relatively nothing happens. 
Output:negative
Input:'s audience there's no discernible feeling beneath the chest hair 
Output:negative
Input:'s not quite the genre-busting film it's been hyped to be act it plays everything too safe. 
Output:negative
Input:the kind of movie that's critic-proof, simply subject it aims so low 
Output:negative
Input:check your brain and your secret agent decoder ring at the door smart you don't want to think too much about what's going on. 
Output:negative
Input:the christ allegory doesn't work sure there is no foundation for it 
Output:negative
Input:like shrek, spirit's visual imagination reminds you of why animation is such a perfect medium for children, s of the way it allows the mind to enter and accept another world. 
Output:positive
Input:fixating on a far corner of the screen at times itself your nerves just can't take it any more 
Output:negative
","[15, 38, 69, 94, 136, 163, 198, 220, 233, 268, 293, 317, 349, 385, 418]","['Ġis', 'Ġmainly', 'Ġlaugh', 'Ġmatters', ""Ġ'"", 'Ġinstead', 'Ġsimply', 's', 's', 'Ġbe', 'Ġsimply', 'Ġdoor', 'Ġwork', 'Ġ,', 'Ġtimes']"
